"CHROM","source","type","start","end","score","strand","phase","attributes","ID","PI","NUMBERofSNPs"
"chr2","feature","gene",27400042,27402594,".","+",".","ID=Mp2g24980;MapolyID=Mapoly0324s0002;Name=Mp2g24980","Mp2g24980",0.000952967333333333,8
"chr2","feature","gene",27403756,27407505,".","-",".","ID=Mp2g24990;MapolyID=Mapoly0324s0001;Name=Mp2g24990","Mp2g24990",0.0013553694,28
"chr2","feature","gene",27424209,27425982,".","-",".","ID=Mp2g25000;MapolyID=Mapoly0245s0005;Name=Mp2g25000","Mp2g25000",0.004238095,19
"chr2","feature","gene",27428085,27432787,".","-",".","ID=Mp2g25010;MapolyID=Mapoly0245s0004;Name=Mp2g25010","Mp2g25010",0.00399135,53
"chr2","feature","gene",27441102,27455777,".","-",".","ID=Mp2g25020;MapolyID=Mapoly0245s0003;Name=Mp2g25020","Mp2g25020",0.00187622046666667,81
"chr2","feature","gene",27467590,27476561,".","+",".","ID=Mp2g25030;MapolyID=Mapoly0245s0002;Name=Mp2g25030","Mp2g25030",0.0017096429,43
"chr2","feature","gene",27478298,27478369,".","+",".","ID=Mp2g25035a;Name=Mp2g25035a;locus_type=pre_trna;note=aa:Gly%2Canticodon:tcc;product=tRNA-Gly","Mp2g25035a",0.0067619,19
"chr2","feature","gene",27480941,27486575,".","-",".","ID=Mp2g25040;MapolyID=Mapoly0245s0001;Name=Mp2g25040","Mp2g25040",0.00323162757142857,54
"chr2","feature","gene",27513125,27515324,".","+",".","ID=Mp2g25050;MapolyID=Mapoly0168s0028;Name=Mp2g25050","Mp2g25050",0.00107936466666667,9
"chr2","feature","gene",27517122,27524754,".","-",".","ID=Mp2g25060;MapolyID=Mapoly0168s0027;Name=Mp2g25060","Mp2g25060",0.00233949875,51
"chr2","feature","gene",27528526,27530745,".","-",".","ID=Mp2g25070;MapolyID=Mapoly0168s0026;Name=Mp2g25070","Mp2g25070",0.00350833666666667,30
"chr2","feature","gene",27551802,27557186,".","+",".","ID=Mp2g25080;MapolyID=Mapoly0168s0025;Name=Mp2g25080","Mp2g25080",0.00372230142857143,67
"chr2","feature","gene",27562330,27564885,".","-",".","ID=Mp2g25090;MapolyID=Mapoly0168s0024;Name=Mp2g25090","Mp2g25090",0.00381122333333333,30
"chr2","feature","gene",27565804,27566408,".","+",".","ID=Mp2g25100;MapolyID=Mapoly0168s0023;Name=Mp2g25100","Mp2g25100",0.00340522,16
"chr2","feature","gene",27566704,27567508,".","+",".","ID=Mp2g25110;MapolyID=Mapoly0168s0022;Name=Mp2g25110","Mp2g25110",0.003285715,16
"chr2","feature","gene",27580937,27584723,".","+",".","ID=Mp2g25120;MapolyID=Mapoly0168s0021;Name=Mp2g25120","Mp2g25120",0.0015146734,18
"chr2","feature","gene",27590828,27592667,".","-",".","ID=Mp2g25130;MapolyID=Mapoly0168s0020;Name=Mp2g25130","Mp2g25130",0.00689444,56
"chr2","feature","gene",27597653,27598634,".","+",".","ID=Mp2g25140;MapolyID=Mapoly0168s0019;Name=Mp2g25140","Mp2g25140",0.00226206,13
"chr2","feature","gene",27601352,27608066,".","-",".","ID=Mp2g25150;MapolyID=Mapoly0168s0018;Name=Mp2g25150","Mp2g25150",0.001708491875,35
"chr2","feature","gene",27608803,27611751,".","+",".","ID=Mp2g25160;MapolyID=Mapoly0168s0017;Name=Mp2g25160","Mp2g25160",0.00241681825,25
"chr2","feature","gene",27638275,27644646,".","-",".","ID=Mp2g25170;MapolyID=Mapoly0168s0016;Name=Mp2g25170","Mp2g25170",0.00255147857142857,52
"chr2","feature","gene",27655290,27655715,".","-",".","ID=Mp2g25180;MapolyID=Mapoly0168s0015;Name=Mp2g25180","Mp2g25180",0.00409641,9
"chr2","feature","gene",27655716,27656896,".","+",".","ID=Mp2g25190;MapolyID=Mapoly0168s0014;Name=Mp2g25190","Mp2g25190",0.00276249,13
"chr2","feature","gene",27660332,27663865,".","+",".","ID=Mp2g25210;MapolyID=Mapoly0168s0012;Name=Mp2g25210","Mp2g25210",0.000904761,8
"chr2","feature","gene",27664338,27667060,".","-",".","ID=Mp2g25220;MapolyID=Mapoly0168s0011;Name=Mp2g25220","Mp2g25220",0.00257287325,26
"chr2","feature","gene",27691403,27693201,".","-",".","ID=Mp2g25230;MapolyID=Mapoly0168s0010;Name=Mp2g25230","Mp2g25230",0.00487346333333333,36
"chr2","feature","gene",27700453,27704966,".","+",".","ID=Mp2g25240;MapolyID=Mapoly0168s0009;Name=Mp2g25240","Mp2g25240",0.0025820484,35
"chr2","feature","gene",27706798,27713524,".","+",".","ID=Mp2g25250;MapolyID=Mapoly0168s0008;Name=Mp2g25250","Mp2g25250",0.0019468255,39
"chr2","feature","gene",27716645,27719887,".","+",".","ID=Mp2g25260;MapolyID=Mapoly0168s0007;Name=Mp2g25260","Mp2g25260",0.00330988575,37
"chr2","feature","gene",27721629,27725295,".","-",".","ID=Mp2g25270;MapolyID=Mapoly0168s0006;Name=Mp2g25270","Mp2g25270",0.003457142,42
"chr2","feature","gene",27726723,27733921,".","+",".","ID=Mp2g25280;MapolyID=Mapoly0168s0005;Name=Mp2g25280","Mp2g25280",0.001011905625,26
"chr2","feature","gene",27737102,27740139,".","+",".","ID=Mp2g25290;MapolyID=Mapoly0168s0004;Name=Mp2g25290","Mp2g25290",0.0018454725,19
"chr2","feature","gene",27746037,27753328,".","+",".","ID=Mp2g25300;MapolyID=Mapoly0168s0003;Name=Mp2g25300","Mp2g25300",0.003059748125,64
"chr2","feature","gene",27761215,27762305,".","+",".","ID=Mp2g25310;MapolyID=Mapoly0168s0002;Name=Mp2g25310","Mp2g25310",0.00636402,35
"chr2","feature","gene",27770016,27771164,".","+",".","ID=Mp2g25320;Name=Mp2g25320","Mp2g25320",0.004666665,23
"chr2","feature","gene",27785815,27785896,".","+",".","ID=Mp2g25325a;Name=Mp2g25325a;locus_type=pre_trna;note=aa:Ser%2Canticodon:gct;product=tRNA-Ser","Mp2g25325a",0.00485714,15
"chr2","feature","gene",27786408,27786480,".","-",".","ID=Mp2g25325b;Name=Mp2g25325b;locus_type=pre_trna;note=aa:Ala%2Canticodon:agc;product=tRNA-Ala","Mp2g25325b",0.00690476,15
"chr2","feature","gene",27796795,27799533,".","+",".","ID=Mp2g25330;MapolyID=Mapoly0168s0001;Name=Mp2g25330","Mp2g25330",0.00165496175,18
"chr2","feature","gene",27851295,27852224,".","-",".","ID=Mp2g25340;MapolyID=Mapoly0403s0001;Name=Mp2g25340","Mp2g25340",0.0018095215,9
"chr2","feature","gene",27872269,27874295,".","-",".","ID=Mp2g25350;MapolyID=Mapoly0025s0143;Name=Mp2g25350","Mp2g25350",0.00263564466666667,21
"chr2","feature","gene",27886785,27888060,".","-",".","ID=Mp2g25360;MapolyID=Mapoly0025s0142;Name=Mp2g25360","Mp2g25360",0.000190576,1
"chr2","feature","gene",27911474,27913867,".","+",".","ID=Mp2g25370;MapolyID=Mapoly0025s0141;Name=Mp2g25370","Mp2g25370",0.004076768,34
"chr2","feature","gene",27914381,27915905,".","-",".","ID=Mp2g25380;MapolyID=Mapoly0025s0140;Name=Mp2g25380","Mp2g25380",0.002263395,11
"chr2","feature","gene",27930184,27933592,".","+",".","ID=Mp2g25390;MapolyID=Mapoly0025s0139;Name=Mp2g25390","Mp2g25390",0.00246199333333333,19
"chr2","feature","gene",27941337,27944969,".","+",".","ID=Mp2g25400;MapolyID=Mapoly0025s0138;Name=Mp2g25400","Mp2g25400",0.00206015825,23
"chr2","feature","gene",27944970,27950305,".","-",".","ID=Mp2g25410;MapolyID=Mapoly0025s0137;Name=Mp2g25410","Mp2g25410",0.00227211042857143,46
"chr2","feature","gene",27954023,27964302,".","+",".","ID=Mp2g25420;MapolyID=Mapoly0025s0136;Name=Mp2g25420","Mp2g25420",0.00377656572727273,121
"chr2","feature","gene",27965627,27971014,".","+",".","ID=Mp2g25430;MapolyID=Mapoly0025s0135;Name=Mp2g25430","Mp2g25430",0.00393897214285714,74
"chr2","feature","gene",27972603,27974711,".","+",".","ID=Mp2g25440;MapolyID=Mapoly0025s0134;Name=Mp2g25440","Mp2g25440",0.00302431,17
"chr2","feature","gene",27974936,27977728,".","-",".","ID=Mp2g25450;MapolyID=Mapoly0025s0133;Name=Mp2g25450","Mp2g25450",0.00144517666666667,12
"chr2","feature","gene",27978293,27981939,".","+",".","ID=Mp2g25460;MapolyID=Mapoly0025s0132;Name=Mp2g25460","Mp2g25460",0.002607855,26
"chr2","feature","gene",27985792,27990319,".","-",".","ID=Mp2g25470;MapolyID=Mapoly0025s0131;Name=Mp2g25470","Mp2g25470",0.000920635166666667,17
"chr2","feature","gene",27990568,27992724,".","+",".","ID=Mp2g25480;MapolyID=Mapoly0025s0130;Name=Mp2g25480","Mp2g25480",0.000952571,9
"chr2","feature","gene",27994904,27996428,".","-",".","ID=Mp2g25490;MapolyID=Mapoly0025s0129;Name=Mp2g25490","Mp2g25490",0.00265100666666667,24
"chr2","feature","gene",27997848,28001614,".","-",".","ID=Mp2g25500;MapolyID=Mapoly0025s0128;Name=Mp2g25500","Mp2g25500",0.0024285722,34
"chr2","feature","gene",28022456,28024534,".","+",".","ID=Mp2g25520;MapolyID=Mapoly0025s0126;Name=Mp2g25520","Mp2g25520",0.00276270133333333,21
"chr2","feature","gene",28025627,28025698,".","+",".","ID=Mp2g25525a;Name=Mp2g25525a;locus_type=pre_trna;note=aa:Lys%2Canticodon:ttt;product=tRNA-Lys","Mp2g25525a",0.00195294,7
"chr2","feature","gene",28028243,28030155,".","+",".","ID=Mp2g25530;MapolyID=Mapoly0025s0125;Name=Mp2g25530","Mp2g25530",0.00608075333333333,40
"chr2","feature","gene",28030723,28032703,".","+",".","ID=Mp2g25540;MapolyID=Mapoly0025s0124;Name=Mp2g25540","Mp2g25540",0.00520829666666667,37
"chr2","feature","gene",28036738,28042837,".","+",".","ID=Mp2g25560;MapolyID=Mapoly0025s0122;Name=Mp2g25560","Mp2g25560",0.001149751,27
"chr2","feature","gene",28042915,28046640,".","-",".","ID=Mp2g25570;MapolyID=Mapoly0025s0121;Name=Mp2g25570","Mp2g25570",0.0005714286,10
"chr2","feature","gene",28050612,28054823,".","-",".","ID=Mp2g25600;MapolyID=Mapoly0025s0117;Name=Mp2g25600","Mp2g25600",0.0023264086,32
"chr2","feature","gene",28065503,28072418,".","+",".","ID=Mp2g25620;MapolyID=Mapoly0025s0116;Name=Mp2g25620","Mp2g25620",0.001530188,34
"chr2","feature","gene",28075727,28080038,".","-",".","ID=Mp2g25630;MapolyID=Mapoly0025s0115;Name=Mp2g25630","Mp2g25630",0.00269867666666667,36
"chr2","feature","gene",28077107,28077349,".","-",".","ID=Mp2g25625;Name=Mp2g25625;locus_type=pre-miRNA","Mp2g25625",0.00238095,6
"chr2","feature","gene",28080361,28081525,".","+",".","ID=Mp2g25640;MapolyID=Mapoly0025s0114;Name=Mp2g25640","Mp2g25640",0.00245308,11
"chr2","feature","gene",28085835,28087313,".","+",".","ID=Mp2g25650;MapolyID=Mapoly0025s0113;Name=Mp2g25650","Mp2g25650",0.00236648666666667,17
"chr2","feature","gene",28087780,28090112,".","-",".","ID=Mp2g25660;MapolyID=Mapoly0025s0112;Name=Mp2g25660","Mp2g25660",0.0016916435,17
"chr2","feature","gene",28095391,28097834,".","-",".","ID=Mp2g25680;MapolyID=Mapoly0025s0110;Name=Mp2g25680","Mp2g25680",0.00187355,16
"chr2","feature","gene",28107289,28115255,".","+",".","ID=Mp2g25700;MapolyID=Mapoly0025s0108;Name=Mp2g25700","Mp2g25700",0.00313804044444444,67
"chr2","feature","gene",28122238,28122319,".","+",".","ID=Mp2g25715a;Name=Mp2g25715a;locus_type=pre_trna;note=aa:Ser%2Canticodon:aga;product=tRNA-Ser","Mp2g25715a",0.00476463,15
"chr2","feature","gene",28130094,28130167,".","-",".","ID=Mp2g25715b;Name=Mp2g25715b;locus_type=pre_trna;note=aa:Thr%2Canticodon:agt;product=tRNA-Thr","Mp2g25715b",0.00533333,17
"chr2","feature","gene",28131163,28143066,".","-",".","ID=Mp2g25720;MapolyID=Mapoly0025s0106;Name=Mp2g25720","Mp2g25720",0.001549636,63
"chr2","feature","gene",28146184,28148861,".","+",".","ID=Mp2g25730;MapolyID=Mapoly0025s0105;Name=Mp2g25730","Mp2g25730",0.00455793666666667,35
"chr2","feature","gene",28150169,28153450,".","-",".","ID=Mp2g25740;MapolyID=Mapoly0025s0104;Name=Mp2g25740","Mp2g25740",0.0027978275,29
"chr2","feature","gene",28169697,28174858,".","-",".","ID=Mp2g25750;MapolyID=Mapoly0025s0103;Name=Mp2g25750","Mp2g25750",0.0023176765,40
"chr2","feature","gene",28180641,28186819,".","+",".","ID=Mp2g25760;MapolyID=Mapoly0025s0102;Name=Mp2g25760","Mp2g25760",0.00301485,53
"chr2","feature","gene",28188131,28190051,".","+",".","ID=Mp2g25770;MapolyID=Mapoly0025s0101;Name=Mp2g25770","Mp2g25770",0.00531892333333333,44
"chr2","feature","gene",28190722,28193968,".","-",".","ID=Mp2g25780;MapolyID=Mapoly0025s0100;Name=Mp2g25780","Mp2g25780",0.00410849725,43
"chr2","feature","gene",28194493,28200367,".","+",".","ID=Mp2g25790;MapolyID=Mapoly0025s0099;Name=Mp2g25790","Mp2g25790",0.00178240671428571,34
"chr2","feature","gene",28201016,28203180,".","+",".","ID=Mp2g25800;MapolyID=Mapoly0025s0098;Name=Mp2g25800","Mp2g25800",0.00327058666666667,28
"chr2","feature","gene",28207472,28210010,".","+",".","ID=Mp2g25810;MapolyID=Mapoly0025s0097;Name=Mp2g25810","Mp2g25810",0.00345238,34
"chr2","feature","gene",28212776,28217640,".","+",".","ID=Mp2g25820;MapolyID=Mapoly0025s0096;Name=Mp2g25820","Mp2g25820",0.00189691,31
"chr2","feature","gene",28218274,28228824,".","+",".","ID=Mp2g25830;MapolyID=Mapoly0025s0095;Name=Mp2g25830","Mp2g25830",0.001862001,56
"chr2","feature","gene",28236182,28252928,".","+",".","ID=Mp2g25840;MapolyID=Mapoly0025s0094;Name=Mp2g25840","Mp2g25840",0.00309295323529412,137
"chr2","feature","gene",28268503,28270677,".","-",".","ID=Mp2g25850;MapolyID=Mapoly0025s0093;Name=Mp2g25850","Mp2g25850",0.00306469333333333,23
"chr2","feature","gene",28272178,28278255,".","+",".","ID=Mp2g25860;MapolyID=Mapoly0025s0092;Name=Mp2g25860","Mp2g25860",0.000889105666666667,15
"chr2","feature","gene",28285365,28286554,".","-",".","ID=Mp2g25870;Name=Mp2g25870","Mp2g25870",0.00102391,5
"chr2","feature","gene",28291365,28293822,".","+",".","ID=Mp2g25880;MapolyID=Mapoly0025s0091;Name=Mp2g25880","Mp2g25880",0.00323809666666667,27
"chr2","feature","gene",28296986,28298677,".","-",".","ID=Mp2g25890;MapolyID=Mapoly0025s0090;Name=Mp2g25890","Mp2g25890",0.00266730333333333,20
"chr2","feature","gene",28308061,28310671,".","-",".","ID=Mp2g25900;MapolyID=Mapoly0025s0089;Name=Mp2g25900","Mp2g25900",0.00198560833333333,16
"chr2","feature","gene",28331062,28332673,".","-",".","ID=Mp2g25910;MapolyID=Mapoly0025s0088;Name=Mp2g25910","Mp2g25910",0.0016191815,9
"chr2","feature","gene",28350328,28351283,".","+",".","ID=Mp2g25920;MapolyID=Mapoly0025s0087;Name=Mp2g25920","Mp2g25920",0.000714286,5
"chr2","feature","gene",28365273,28372881,".","-",".","ID=Mp2g25930;MapolyID=Mapoly0025s0086;Name=Mp2g25930","Mp2g25930",0.001101250875,30
"chr2","feature","gene",28404629,28409037,".","-",".","ID=Mp2g25940;MapolyID=Mapoly0025s0085;Name=Mp2g25940","Mp2g25940",0.000936676,9
"chr2","feature","gene",28444854,28451045,".","-",".","ID=Mp2g25950;MapolyID=Mapoly0025s0084;Name=Mp2g25950","Mp2g25950",0.0007976695,9
"chr2","feature","gene",28474359,28481292,".","+",".","ID=Mp2g25960;MapolyID=Mapoly0025s0082;Name=Mp2g25960","Mp2g25960",0.000829933,16
"chr2","feature","gene",28483079,28488313,".","-",".","ID=Mp2g25970;MapolyID=Mapoly0025s0081;Name=Mp2g25970","Mp2g25970",0.00154762075,17
"chr2","feature","gene",28489477,28490979,".","+",".","ID=Mp2g25980;MapolyID=Mapoly0025s0080;Name=Mp2g25980","Mp2g25980",NA,NA
"chr2","feature","gene",28492397,28495968,".","-",".","ID=Mp2g25990;MapolyID=Mapoly0025s0079;Name=Mp2g25990","Mp2g25990",0.000634921,6
"chr2","feature","gene",28496240,28498190,".","+",".","ID=Mp2g26000;MapolyID=Mapoly0025s0078;Name=Mp2g26000","Mp2g26000",0.000380952333333333,4
"chr2","feature","gene",28498766,28501610,".","-",".","ID=Mp2g26010;MapolyID=Mapoly0025s0077;Name=Mp2g26010","Mp2g26010",0.0005238105,6
"chr2","feature","gene",28521957,28525328,".","+",".","ID=Mp2g26030;MapolyID=Mapoly0025s0075;Name=Mp2g26030","Mp2g26030",0.0016383904,25
"chr2","feature","gene",28526200,28527517,".","-",".","ID=Mp2g26040;MapolyID=Mapoly0025s0074;Name=Mp2g26040","Mp2g26040",0.00152381,10
"chr2","feature","gene",28532059,28538377,".","-",".","ID=Mp2g26050;MapolyID=Mapoly0025s0073;Name=Mp2g26050","Mp2g26050",0.00123146128571429,29
"chr2","feature","gene",28556202,28556597,".","+",".","ID=Mp2g26080;MapolyID=Mapoly0025s0071;Name=Mp2g26080","Mp2g26080",0.00247619,8
"chr2","feature","gene",28570778,28572293,".","+",".","ID=Mp2g26100;MapolyID=Mapoly0025s0069;Name=Mp2g26100","Mp2g26100",0.00342931666666667,29
"chr2","feature","gene",28586624,28595360,".","+",".","ID=Mp2g26160;MapolyID=Mapoly0025s0066;Name=Mp2g26160","Mp2g26160",0.0024669332,73
"chr2","feature","gene",28596158,28606175,".","+",".","ID=Mp2g26170;MapolyID=Mapoly0025s0065;Name=Mp2g26170","Mp2g26170",0.00132816866666667,27
"chr2","feature","gene",28611267,28618398,".","+",".","ID=Mp2g26180;MapolyID=Mapoly0025s0064;Name=Mp2g26180","Mp2g26180",0.000959218142857143,23
"chr2","feature","gene",28629834,28630861,".","-",".","ID=Mp2g26190;Name=Mp2g26190","Mp2g26190",0.00300209,15
"chr2","feature","gene",28631051,28631737,".","-",".","ID=Mp2g26200;Name=Mp2g26200","Mp2g26200",0.00161997,4
"chr2","feature","gene",28643090,28650545,".","+",".","ID=Mp2g26210;MapolyID=Mapoly0025s0063;Name=Mp2g26210","Mp2g26210",0.00185153075,34
"chr2","feature","gene",28677600,28683110,".","-",".","ID=Mp2g26220;MapolyID=Mapoly0025s0062;Name=Mp2g26220","Mp2g26220",0.0028741865,42
"chr2","feature","gene",28697603,28700830,".","+",".","ID=Mp2g26230;MapolyID=Mapoly0025s0061;Name=Mp2g26230","Mp2g26230",0.001571585,15
"chr2","feature","gene",28721028,28722942,".","-",".","ID=Mp2g26240;MapolyID=Mapoly0025s0060;Name=Mp2g26240","Mp2g26240",0.00242857,10
"chr2","feature","gene",28738673,28743957,".","+",".","ID=Mp2g26250;MapolyID=Mapoly0025s0059;Name=Mp2g26250","Mp2g26250",0.00165876516666667,23
"chr2","feature","gene",28745101,28745816,".","-",".","ID=Mp2g26260;MapolyID=Mapoly0025s0058;Name=Mp2g26260","Mp2g26260",0.000285714,1
"chr2","feature","gene",28746540,28749082,".","+",".","ID=Mp2g26270;MapolyID=Mapoly0025s0057;Name=Mp2g26270","Mp2g26270",0.00154799975,17
"chr2","feature","gene",28751928,28753251,".","+",".","ID=Mp2g26280;MapolyID=Mapoly0025s0056;Name=Mp2g26280","Mp2g26280",0.00166719,15
"chr2","feature","gene",28757856,28759285,".","-",".","ID=Mp2g26290;MapolyID=Mapoly0025s0055;Name=Mp2g26290","Mp2g26290",0.00403174333333333,32
"chr2","feature","gene",28762476,28774690,".","-",".","ID=Mp2g26300;MapolyID=Mapoly0025s0054;Name=Mp2g26300","Mp2g26300",0.000688332454545455,24
"chr2","feature","gene",28775793,28780672,".","+",".","ID=Mp2g26310;MapolyID=Mapoly0025s0053;Name=Mp2g26310","Mp2g26310",0.0012461485,17
"chr2","feature","gene",28789201,28796980,".","+",".","ID=Mp2g26320;MapolyID=Mapoly0025s0052;Name=Mp2g26320","Mp2g26320",0.000603174666666667,11
"chr2","feature","gene",28799178,28807530,".","+",".","ID=Mp2g26330;MapolyID=Mapoly0025s0051;Name=Mp2g26330","Mp2g26330",0.00173021711111111,33
"chr2","feature","gene",28808393,28810413,".","-",".","ID=Mp2g26340;MapolyID=Mapoly0025s0050;Name=Mp2g26340","Mp2g26340",0.00342857333333333,22
"chr2","feature","gene",28812977,28814610,".","+",".","ID=Mp2g26345;Name=Mp2g26345","Mp2g26345",0.00660482666666667,46
"chr2","feature","gene",28832700,28834352,".","+",".","ID=Mp2g26360;MapolyID=Mapoly0025s0048;Name=Mp2g26360","Mp2g26360",0.00303446433333333,20
"chr2","feature","gene",28836693,28838808,".","-",".","ID=Mp2g26370;MapolyID=Mapoly0025s0047;Name=Mp2g26370","Mp2g26370",0.00354287133333333,26
"chr2","feature","gene",28845663,28849391,".","+",".","ID=Mp2g26380;MapolyID=Mapoly0025s0046;Name=Mp2g26380","Mp2g26380",0.0012623955,15
"chr2","feature","gene",28905261,28906121,".","+",".","ID=Mp2g26390;MapolyID=Mapoly0025s0045;Name=Mp2g26390","Mp2g26390",0.000285714,1
"chr2","feature","gene",28905856,28909909,".","+",".","ID=Mp2g26400;MapolyID=Mapoly0025s0044;Name=Mp2g26400","Mp2g26400",0.0010239835,12
"chr2","feature","gene",28965220,28966791,".","+",".","ID=Mp2g26410;MapolyID=Mapoly0025s0042;Name=Mp2g26410","Mp2g26410",0.00114286,3
"chr2","feature","gene",28986625,28989775,".","-",".","ID=Mp2g26430;MapolyID=Mapoly0025s0041;Name=Mp2g26430","Mp2g26430",0.000714286,3
"chr2","feature","gene",28990976,28992150,".","+",".","ID=Mp2g26440;MapolyID=Mapoly0025s0040;Name=Mp2g26440","Mp2g26440",0.00214286,11
"chr2","feature","gene",28993954,28995320,".","+",".","ID=Mp2g26450;MapolyID=Mapoly0025s0039;Name=Mp2g26450","Mp2g26450",0.000984126333333333,8
"chr2","feature","gene",28997091,28998365,".","+",".","ID=Mp2g26460;MapolyID=Mapoly0025s0038;Name=Mp2g26460","Mp2g26460",0.000833532,6
"chr2","feature","gene",28999946,29009717,".","-",".","ID=Mp2g26470;MapolyID=Mapoly0025s0037;Name=Mp2g26470","Mp2g26470",0.0007285927,19
"chr2","feature","gene",29071582,29073393,".","-",".","ID=Mp2g26490;MapolyID=Mapoly0025s0035;Name=Mp2g26490","Mp2g26490",0.000666668,5
"chr2","feature","gene",29098444,29101429,".","-",".","ID=Mp2g26500;MapolyID=Mapoly0025s0034;Name=Mp2g26500","Mp2g26500",0.0011072485,13
"chr2","feature","gene",29101470,29101913,".","+",".","ID=Mp2g26510;MapolyID=Mapoly0025s0033;Name=Mp2g26510","Mp2g26510",0.000285714,1
"chr2","feature","gene",29111537,29112640,".","-",".","ID=Mp2g26520;MapolyID=Mapoly0025s0032;Name=Mp2g26520","Mp2g26520",0.000857142,5
"chr2","feature","gene",29130146,29131670,".","-",".","ID=Mp2g26530;MapolyID=Mapoly0025s0031;Name=Mp2g26530","Mp2g26530",0.0011192465,8
"chr2","feature","gene",29132892,29138453,".","-",".","ID=Mp2g26540;MapolyID=Mapoly0025s0030;Name=Mp2g26540","Mp2g26540",0.000884417428571429,21
"chr2","feature","gene",29138499,29139245,".","+",".","ID=Mp2g26550;MapolyID=Mapoly0025s0029;Name=Mp2g26550","Mp2g26550",0.0004285715,3
"chr2","feature","gene",29139362,29146318,".","-",".","ID=Mp2g26560;MapolyID=Mapoly0025s0028;Name=Mp2g26560","Mp2g26560",0.000666794375,16
"chr2","feature","gene",29148993,29151658,".","-",".","ID=Mp2g26570;MapolyID=Mapoly0025s0027;Name=Mp2g26570","Mp2g26570",0.002345355,21
"chr2","feature","gene",29161853,29166901,".","+",".","ID=Mp2g26590;MapolyID=Mapoly0025s0025;Name=Mp2g26590","Mp2g26590",0.00104762016666667,17
"chr2","feature","gene",29197259,29202091,".","+",".","ID=Mp2g26600;MapolyID=Mapoly0025s0024;Name=Mp2g26600","Mp2g26600",0.00142870866666667,21
"chr2","feature","gene",29215664,29218656,".","+",".","ID=Mp2g26620;MapolyID=Mapoly0025s0022;Name=Mp2g26620","Mp2g26620",0.00084537925,7
"chr2","feature","gene",29248212,29250056,".","-",".","ID=Mp2g26640;MapolyID=Mapoly0025s0020;Name=Mp2g26640","Mp2g26640",0.000523959,2
"chr2","feature","gene",29263941,29266398,".","+",".","ID=Mp2g26660;MapolyID=Mapoly0025s0018;Name=Mp2g26660","Mp2g26660",0.000380952333333333,4
"chr2","feature","gene",29266398,29276558,".","-",".","ID=Mp2g26670;MapolyID=Mapoly0025s0017;Name=Mp2g26670","Mp2g26670",0.000381015833333333,8
"chr2","feature","gene",29338398,29354750,".","-",".","ID=Mp2g26680;MapolyID=Mapoly0025s0016;Name=Mp2g26680","Mp2g26680",0.000523821076923077,24
"chr2","feature","gene",29366079,29369740,".","+",".","ID=Mp2g26690;MapolyID=Mapoly0025s0015;Name=Mp2g26690","Mp2g26690",0.000476190666666667,5
"chr2","feature","gene",29379036,29382617,".","+",".","ID=Mp2g26700;MapolyID=Mapoly0025s0014;Name=Mp2g26700","Mp2g26700",0.000714286,5
"chr2","feature","gene",29387622,29394957,".","-",".","ID=Mp2g26710;MapolyID=Mapoly0025s0013;Name=Mp2g26710","Mp2g26710",0.0006191104,11
"chr2","feature","gene",29395876,29401815,".","-",".","ID=Mp2g26720;MapolyID=Mapoly0025s0012;Name=Mp2g26720","Mp2g26720",0.0005619672,10
"chr2","feature","gene",29402106,29410946,".","+",".","ID=Mp2g26730;MapolyID=Mapoly0025s0011;Name=Mp2g26730","Mp2g26730",0.000488122625,14
"chr2","feature","gene",29440198,29444714,".","+",".","ID=Mp2g26740;MapolyID=Mapoly0025s0010;Name=Mp2g26740","Mp2g26740",0.000904762,9
"chr2","feature","gene",29501457,29506551,".","-",".","ID=Mp2g26760;MapolyID=Mapoly0025s0009;Name=Mp2g26760","Mp2g26760",0.000650793666666667,11
"chr2","feature","gene",29521367,29527832,".","-",".","ID=Mp2g26770;MapolyID=Mapoly0025s0008;Name=Mp2g26770","Mp2g26770",0.000761905,7
"chr2","feature","gene",29533625,29540620,".","-",".","ID=Mp2g26780;MapolyID=Mapoly0025s0007;Name=Mp2g26780","Mp2g26780",0.001053656625,24
"chr2","feature","gene",29560618,29563806,".","+",".","ID=Mp2g26790;MapolyID=Mapoly0025s0006;Name=Mp2g26790","Mp2g26790",0.00100000075,12
"chr2","feature","gene",29577875,29583684,".","-",".","ID=Mp2g26800;MapolyID=Mapoly0025s0005;Name=Mp2g26800","Mp2g26800",0.000857143428571429,19
"chr2","feature","gene",29598118,29602730,".","+",".","ID=Mp2g26810;MapolyID=Mapoly0025s0004;Name=Mp2g26810","Mp2g26810",0.0012857446,18
"chr2","feature","gene",29616261,29617711,".","-",".","ID=Mp2g26820;MapolyID=Mapoly0025s0003;Name=Mp2g26820","Mp2g26820",0.00157143,10
"chr2","feature","gene",29617995,29623226,".","+",".","ID=Mp2g26830;MapolyID=Mapoly0025s0002;Name=Mp2g26830","Mp2g26830",0.00111586728571429,26
"chr3","feature","gene",6391,11677,".","-",".","ID=Mp3g00010;MapolyID=Mapoly0007s0001;Name=Mp3g00010","Mp3g00010",0.000523823,8
"chr3","feature","gene",47872,59219,".","-",".","ID=Mp3g00020;MapolyID=Mapoly0007s0002;Name=Mp3g00020","Mp3g00020",NA,NA
